id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genres
05WIbRwXFuQQKmPMf9KF0U,0.559,0.565,0.44,0.857,5,0.0836,-15.492,0,0.0748,142.832,4,0.766,jazz
1htTRt6dZPPeqduos5PAmC,0.767,0.72,0.78,0.531,11,0.108,-8.7,1,0.0908,107.957,4,0.516,jazz
3SwZekRsxV4zUSBHc3nlRz,0.882,0.34,0.222,5.12e-06,4,0.343,-11.255,1,0.0339,91.777,3,0.345,jazz
3tKggonCKJgCG7nroEH2np,0.00816,0.492,0.791,1.87e-05,11,0.11,-5.045,1,0.0703,144.363,4,0.585,jazz
4bJbSERtCqK9D6DRUPMmMh,0.841,0.666,0.303,0.000711,11,0.0971,-11.028,0,0.0356,81.923,4,0.342,jazz
1ebI2o8pzZUAL0Bty0CoRh,0.773,0.694,0.303,0.864,11,0.683,-11.62,0,0.043,136.031,4,0.472,jazz
3qBjnDMDQrSKXKkBHok6oo,0.993,0.299,0.0326,0.891,3,0.111,-31.81,1,0.0388,81.426,3,0.0938,jazz
7CIQyeJuQUrJu3W8CoqAmu,0.927,0.497,0.158,0.922,3,0.12,-18.477,1,0.0355,105.595,4,0.182,jazz
6TSDRzJGwbK9cajVbtqlPV,0.273,0.714,0.721,0.245,9,0.174,-5.049,1,0.0783,83.021,4,0.415,jazz
3MYUHaITeEQh3WjMkHr67z,0.786,0.866,0.342,0.231,7,0.178,-8.42,1,0.0527,125.427,4,0.115,jazz
3uEwD0mC5MGxqsiOElA2aC,0.991,0.674,0.228,0.854,0,0.0996,-14.423,0,0.0362,94.173,4,0.585,jazz
0JCfVb2qlq79Q479BUb0jK,0.951,0.608,0.208,0,5,0.131,-11.824,1,0.0316,70.9,4,0.239,jazz
1a3tNp1HDtuG9vDIjrgWpZ,0.973,0.39,0.122,0.808,8,0.125,-18.578,1,0.0365,97.032,4,0.248,jazz
6nLa4RjQL8InBBeLveu63F,0.983,0.538,0.0872,0.844,0,0.133,-19.446,1,0.0305,94.307,4,0.178,jazz
2EIaO5knwUA3F2qnf9LV3S,0.723,0.521,0.516,0,2,0.257,-7.456,0,0.0369,136.483,4,0.569,jazz
5gPetRvxQKyOjjwZX1dzbt,0.938,0.45,0.154,4.37e-06,1,0.16,-14.485,1,0.0373,110.666,4,0.243,jazz
5Vh0OLdzkZ99jMZ75P8C2e,0.981,0.233,0.187,0.00501,4,0.101,-20.647,0,0.052,86.696,1,0.043,jazz
5zKKV21UiQK7lSLEZCm7NS,0.961,0.425,0.194,0.88,5,0.123,-17.149,1,0.0384,100.582,4,0.339,jazz
75sAWnVBYaaYs1mWbB05Qg,0.727,0.571,0.542,0.0339,10,0.373,-9.033,0,0.0304,158.001,4,0.539,jazz
2pqYWyIGhCfZwGhhuVNeGN,0.194,0.632,0.302,0.839,6,0.116,-11.719,1,0.0435,147.428,4,0.705,jazz
7AL1pxI9IwHoXs98G0T8cC,0.853,0.676,0.19,0.000472,0,0.085,-16.696,1,0.0482,120.093,4,0.233,jazz
4F00pGa6rKvXx043AXvowT,0.344,0.74,0.581,0.013,9,0.118,-7.692,0,0.0304,99.96,4,0.602,jazz
7hlBb5jUQH764VF99CinP4,0.0242,0.592,0.392,0.865,4,0.427,-13.254,0,0.0292,98.734,4,0.105,jazz
7f1UEGMBMuXfLBP5XANfrW,0.0679,0.927,0.517,0,1,0.174,-6.489,1,0.361,95.525,4,0.616,jazz
2U7pUQ5aBAFoqysTlu56OP,0.307,0.431,0.677,0,1,0.231,-10.039,0,0.268,86.733,4,0.678,jazz
211mkZYf9YaQhlev1Vze5F,0.644,0.788,0.533,0.00189,3,0.0646,-10.645,1,0.0467,134.644,4,0.629,jazz
22hVlcdlfqmtOuEih4hZcH,0.971,0.376,0.152,9.87e-05,8,0.105,-18.377,1,0.0326,34.765,3,0.253,jazz
4iTfml41SOUBHXgMUHLUVV,0.969,0.224,0.179,0.00193,8,0.106,-16.515,1,0.0323,86.344,3,0.168,jazz
7Cg3F9ZsZ2TYUnlza49NYh,0.173,0.542,0.749,0.942,6,0.315,-8.333,0,0.0277,94.031,4,0.674,jazz
4bA0Y5vHsRx2RH59lGkryb,0.861,0.42,0.077,0.38,7,0.0892,-21.464,0,0.0441,53.534,4,0.272,jazz
7yzM0pEseQUpb6BMViOPEA,0.635,0.522,0.379,0.925,4,0.114,-14.096,0,0.0286,133.698,3,0.454,jazz
7zyqJJ0QwajaHaPLCqZFXN,0.0155,0.705,0.869,6.2e-06,10,0.107,-5.901,0,0.0519,101.983,4,0.535,jazz
3a61AXiLnRT456B4MeW7mT,0.931,0.626,0.317,0.363,7,0.0937,-13.692,0,0.0414,97.281,4,0.568,jazz
7aoJg1wQEqMx1t875H5fww,0.764,0.514,0.261,0.128,1,0.0911,-14.968,1,0.0436,134.811,4,0.201,jazz
1D7BVIjNGLW0dBlD5NEmev,0.943,0.375,0.162,0.897,3,0.178,-17.787,1,0.0437,178.721,3,0.153,jazz
3qZHUZTQiTMfJXcUYzY5mT,0.0964,0.656,0.662,0.000612,4,0.0853,-10.346,1,0.0493,114.612,4,0.717,jazz
5y3JAm9YCJw6UaeuSHC737,0.955,0.659,0.222,0,5,0.173,-13.84,1,0.0546,77.909,4,0.733,jazz
5WOEu7bI9bgozY0OiLPHlq,0.94,0.533,0.257,0.884,9,0.177,-14.969,1,0.0494,137.186,4,0.281,jazz
0KyArXxWFOxjKQOxl0P97i,0.208,0.644,0.395,0.000577,0,0.0593,-12.75,1,0.0417,139.373,4,0.592,jazz
6ADKtjBCUtkZbhZdZpnAJr,0.097,0.741,0.721,0.00618,10,0.26,-6.369,0,0.0903,101.022,4,0.548,jazz
1s5xcMrCKYWMgLNke6u2Ri,0.0279,0.679,0.691,6.43e-05,4,0.359,-8.844,0,0.0575,111.985,4,0.526,house
0pIiCv0GdhtsOjCJ5Y7zHj,0.000701,0.639,0.769,0.742,1,0.0553,-5.077,1,0.0383,123.983,4,0.177,house
2mCF8L0brIs88eH6Kf2h9p,0.484,0.644,0.57,0,9,0.299,-6.994,1,0.052,113.945,4,0.527,house
2eFjKl5cyPPYElDByCh6Tb,0.0505,0.526,0.667,0,9,0.321,-5.451,1,0.0437,155.085,4,0.43,house
5AydodFQTyueRiWAPkrS12,0.00636,0.648,0.86,0.0289,7,0.135,-4.974,1,0.11,128.03,4,0.625,house
3QhvP7kSb6gV23xBnyXHoU,0.117,0.609,0.83,0,11,0.18,-3.229,0,0.0552,128.986,4,0.478,house
1vkf5J1GenwGF3WmHttX4h,0.117,0.609,0.83,0,11,0.18,-3.229,0,0.0552,128.986,4,0.478,house
0yjbeC8fkEjcTsVmwp786s,0.117,0.609,0.83,0,11,0.18,-3.229,0,0.0552,128.986,4,0.478,house
6QL5oUusJyLQvRmkexYveN,0.117,0.609,0.83,0,11,0.18,-3.229,0,0.0552,128.986,4,0.478,house
39cmB3ZoTOLwOTq7tMNqKa,0.546,0.778,0.463,0.00289,11,0.0731,-7.603,1,0.0389,121.999,4,0.496,house
4c840ZcqSo23gsv6tBdbar,0.00912,0.669,0.849,0,1,0.279,-2.564,0,0.0581,95.01,4,0.399,house
46ydq5g3k17iLJs3qMDvO6,0.084,0.675,0.609,0,7,0.0957,-5.027,0,0.0586,120.039,4,0.378,house
1GPxS2Myokl2alQ9Qk9hB2,0.0027,0.553,0.659,0,8,0.105,-7.295,1,0.0391,120.146,4,0.105,house
0pjBEOWMJTwzzjBrTAlbDd,0.05,0.601,0.653,2.32e-06,3,0.0851,-6.389,1,0.0376,125.954,4,0.19,house
4qUx0Q2kGLwjkweKThS3rj,0.000593,0.746,0.729,0.0449,2,0.31,-7.786,1,0.0459,126.051,4,0.377,house
3D37T7euWvVJ45evRmriIh,0.0196,0.571,0.752,6.92e-05,3,0.114,-4.872,1,0.0293,102.043,4,0.25,house
2cegJfpyiaWXclqj5HRsZG,0.00153,0.808,0.994,0.874,1,0.0686,-6.326,1,0.071,127.004,4,0.719,house
7wGoRwE6MZnm9flIMKWPul,0.0385,0.63,0.784,0,2,0.231,-5.175,1,0.042,92.001,4,0.451,house
3rgTS3933lMWoPiN6CW4qY,0.0107,0.744,0.866,0.0537,9,0.528,-4.834,1,0.106,128.027,4,0.302,house
5YIF6HSOtHN9HdcE5IPzMe,0.0755,0.988,0.633,1.88e-06,5,0.0668,-15.012,0,0.0888,117.493,4,0.929,house
6kPJZM97LwdG9QIsT7khp6,0.0441,0.737,0.636,6.66e-05,11,0.35,-4.546,0,0.0437,105.005,4,0.565,house
6tS1Fm9z3UKuLSxrinY3pC,0.213,0.617,0.756,0,3,0.152,-5.811,1,0.104,121.828,4,0.432,house
5wk4ccb7pQYrFgxfkeuZOQ,0.073,0.738,0.651,0,10,0.121,-7.511,0,0.289,123.001,4,0.289,house
3hmOHDyG0ar79kBeRwD2V4,0.166,0.487,0.682,0.000634,7,0.0877,-4.6,1,0.0527,123.391,4,0.356,house
0Zx8khUcEfCFK2AEoIhC92,0.222,0.657,0.703,0,1,0.256,-3.402,1,0.0753,122.381,4,0.338,house
0GTPmh5G40joBg93vcSQNq,0.00829,0.698,0.719,4.01e-06,0,0.326,-4.923,0,0.0455,120.062,4,0.364,house
2SSFvQBwsxeazzo7z5l9gD,0.0195,0.706,0.912,0,8,0.232,-4.44,0,0.0565,128.004,4,0.925,house
5n9DJWUiwuKuPE9sCVbQ0n,0.369,0.861,0.602,0.0644,2,0.0751,-7.314,0,0.0617,114.978,4,0.684,house
4fI6RSIPnwSDhGP0LXtpxG,0.133,0.785,0.869,7.62e-06,1,0.0949,-4.756,1,0.0701,123.067,4,0.457,house
4r1CoAATVuxag55Ct3Y1aX,0.0288,0.627,0.858,0,7,0.199,-3.116,1,0.0394,100.074,4,0.399,house
0YU17F0BlVXvmx5ytsR43w,0.0253,0.83,0.794,0.0248,8,0.106,-6.279,0,0.432,128.16,4,0.607,house
2BVUOGciUUUqOPSLtHwLGp,0.000208,0.514,0.924,0.805,8,0.0684,-5.417,1,0.052,151.994,4,0.0675,house
0vZCG0H9KhtU7K8MEUVAoV,0.0483,0.699,0.839,0.655,4,0.0897,-5.353,0,0.0481,128.026,4,0.264,house
27u7t9d7ZQoyjsCROHuZJ3,0.369,0.779,0.705,7.91e-06,0,0.124,-3.895,1,0.0344,101.022,4,0.946,house
1dFkD1JfRMzwO6hwUsE8aS,0.0137,0.609,0.801,0.00349,0,0.127,-4.417,0,0.034,129.99,4,0.407,house
0MyY4WcN7DIfbSmp5yej5z,0.00196,0.806,0.7,0.891,0,0.267,-5.269,0,0.0752,111.215,4,0.892,house
0yotOi6EFaBal5Gy7YVcuI,0.0877,0.709,0.802,1.43e-05,4,0.323,-1.146,0,0.137,140.072,4,0.546,house
0ADG9OgdVTL7fgREP75BrZ,0.00778,0.576,0.782,0,6,0.285,-4.825,0,0.0296,141.153,4,0.355,house
1GL0EEkKCUT2yK52sjWkOt,0.0246,0.75,0.891,6.24e-06,9,0.057,-3.751,1,0.226,128.076,4,0.553,house
4XXfQ8fBHMIgcygY4hV6RC,0.0173,0.929,0.573,0.00347,6,0.122,-6.934,0,0.0511,128.037,4,0.305,house
7DDIVNWlbGJpQjVDDg8rXR,0.0108,0.715,0.862,0.788,4,0.128,-8.182,0,0.0632,124.0,4,0.152,house
1Lgvs8WzpPbT5VuUFIAJwt,0.000472,0.795,0.642,0.0522,1,0.226,-7.094,1,0.0516,127.986,4,0.446,house
4ZTTUAjJCd4NMZmIU7RB4c,0.0561,0.587,0.648,0,11,0.115,-6.927,0,0.0439,144.028,4,0.281,house
2w1rG2MPE4vF77znvevuz5,0.018,0.537,0.964,0.00138,5,0.16,-2.677,0,0.0552,125.992,4,0.509,house
2hrUO4drrO63i7FYbCLBl2,0.383,0.717,0.73,0,9,0.398,-4.729,0,0.0568,102.002,4,0.792,house
6Skh3CBum0pZw9TOr7FQnX,0.0449,0.497,0.757,0,11,0.119,-4.189,1,0.127,169.902,4,0.507,house
7y3c1oJMY1CwwtOZ84Qovu,0.0121,0.687,0.788,0,6,0.358,-5.142,0,0.0352,123.02,4,0.669,house
3By9IFm4E2BvKQygT04O8g,0.3,0.799,0.791,0.00089,2,0.104,-5.173,1,0.109,119.993,4,0.651,house
7HxWZggiHyGWT9ZSmWzcxu,0.0956,0.691,0.82,0.00025,11,0.108,-5.077,0,0.0915,108.074,4,0.707,house
1yALPtLaDOgEuWvgEUFKpc,0.0439,0.744,0.835,0,11,0.224,-6.627,1,0.0383,105.029,4,0.884,house
4m0CEZK0XYIq9B6CjobuAo,0.0352,0.607,0.761,1.42e-06,2,0.195,-5.329,1,0.127,95.016,4,0.518,edm
17ejRbr6B8l9zdqgCZsn4m,0.229,0.59,0.764,0,2,0.192,-4.735,1,0.0467,104.911,4,0.331,edm
5lF0pHbsJ0QqyIrLweHJPW,0.315,0.555,0.772,0,1,0.105,-5.007,1,0.0523,86.921,4,0.346,edm
1m66iYSRv0qEQBo0RqyPaw,0.00854,0.647,0.773,0.0107,4,0.714,-5.893,0,0.0403,121.997,4,0.0682,edm
6btkdvumrTmcFzy3oFpZqS,0.041,0.55,0.858,0.199,6,0.0562,-2.58,1,0.0357,145.169,4,0.577,edm
1GkHyypTFkUf0QQKwYoXH4,0.0493,0.668,0.563,0,11,0.119,-6.433,1,0.0522,103.116,4,0.305,edm
02yaX0Reb1fQYIQdri4Ow8,0.0079,0.319,0.983,0.00144,1,0.1,-0.48,1,0.38,75.373,4,0.28,edm
2lxoIZS8tpFwbiJyrDYguI,0.0883,0.392,0.472,1.42e-06,1,0.0954,-7.225,0,0.0481,74.473,4,0.0526,edm
7GiozRoMk95aFl1WbrDdjX,0.0166,0.818,0.773,7.64e-06,8,0.377,-5.714,0,0.0579,122.016,4,0.878,edm
1dP519dbEob8H6wiouRdaY,0.0784,0.869,0.726,0,11,0.107,-5.654,0,0.0459,124.023,4,0.343,edm
2R2haDSmphwkn4kANdHU5P,0.0213,0.795,0.474,0.758,6,0.0967,-8.166,1,0.0642,120.017,4,0.477,edm
71LZ7lwCisTG3H9UXKraTe,0.00147,0.486,0.964,0.0628,9,0.101,-3.615,1,0.0548,139.958,4,0.177,edm
5cGBQ9W3XtRuRQFgDklDrI,0.00573,0.558,0.834,0.89,5,0.0987,-8.585,1,0.0366,123.998,4,0.108,edm
2xGUv6mIifsv0jwxgN3CYQ,0.0233,0.78,0.856,0,8,0.0916,-6.264,0,0.267,104.904,4,0.605,edm
0t488LlnuTDRjklgkotom9,0.0248,0.435,0.825,0.0454,6,0.0845,-2.518,1,0.0617,169.835,4,0.0425,edm
24XYkcVwaCTxcV80xKZtmx,0.099,0.789,0.694,0,6,0.0962,-5.781,0,0.0726,96.032,4,0.549,edm
2COYJouG6nTGDsLrUP09J3,0.0171,0.585,0.73,0,1,0.0488,-4.038,0,0.0406,104.824,4,0.222,edm
60fqblBGQFn1LsU2fsILyO,0.00406,0.8,0.837,0.00313,6,0.0904,-2.807,0,0.0491,100.015,4,0.702,edm
1SW4MbwDLVlRMngyMDIzFB,0.0201,0.725,0.681,0.301,5,0.0995,-6.8,0,0.103,110.938,4,0.453,edm
0EhDfe7XXZ9iKHjMHOfGUz,0.0171,0.585,0.73,0,1,0.0488,-4.038,0,0.0406,104.824,4,0.222,edm
2C7MJTWFLv4mmOVgajeyeu,0.0863,0.475,0.715,2.67e-05,8,0.135,-5.371,1,0.058,199.892,4,0.159,edm
31POmfMW3ebBiqriWIeNIc,0.011,0.726,0.691,0.294,8,0.0916,-8.033,1,0.0337,119.996,4,0.118,edm
7uZZZtsV5iqdBOlVesjuDY,0.283,0.827,0.757,1.56e-06,6,0.102,-2.985,0,0.0564,95.983,4,0.374,edm
5A26MJmcAJLSFoL4SuBMyN,0.0221,0.503,0.783,0.00223,0,0.14,-4.761,0,0.0385,125.122,4,0.213,edm
2H7jLaWCI3SDzl2imMyM1Y,0.0233,0.78,0.856,0,8,0.0916,-6.264,0,0.267,104.904,4,0.605,edm
2USfvfEEmJwxKzMilhqh5n,0.416,0.636,0.44,0.0182,10,0.199,-10.561,0,0.0926,121.936,4,0.0926,edm
7qDP3IBmWrdfAhlWmZ0tXS,0.0863,0.475,0.715,2.67e-05,8,0.135,-5.371,1,0.058,199.892,4,0.159,edm
2eFjKl5cyPPYElDByCh6Tb,0.0505,0.526,0.667,0,9,0.321,-5.451,1,0.0437,155.085,4,0.43,edm
4ZPwjq0CdxbWFNycxnSUJc,0.307,0.695,0.689,0,8,0.143,-6.213,0,0.0718,110.952,4,0.496,edm
2mCF8L0brIs88eH6Kf2h9p,0.484,0.644,0.57,0,9,0.299,-6.994,1,0.052,113.945,4,0.527,edm
2YUVIkvZ2tPEZYTepX6oT9,0.000671,0.796,0.894,0.859,0,0.0685,-1.883,1,0.0502,127.009,4,0.619,edm
32il27dOrLpIru8Evp4Pu7,0.0154,0.617,0.514,0,9,0.118,-7.099,1,0.0722,81.067,4,0.365,edm
4oorCW5bAFMnClImtdP9jS,0.134,0.662,0.743,2.84e-05,6,0.365,-7.056,1,0.106,124.958,4,0.488,edm
54hA0ldJYyT1huGfSeOjdQ,0.00161,0.771,0.729,0.672,7,0.217,-6.577,1,0.0408,123.027,4,0.63,edm
7wGoRwE6MZnm9flIMKWPul,0.0385,0.63,0.784,0,2,0.231,-5.175,1,0.042,92.001,4,0.451,edm
6rLQZW36LaEUGWl3sWTg7v,0.0167,0.612,0.876,0.175,4,0.189,-6.247,0,0.0315,120.022,4,0.187,edm
1WMCwGfNf4ndXbsvHPVqlh,0.0391,0.699,0.813,0,1,0.145,-4.177,1,0.112,100.1,4,0.263,edm
15BlympuVSfZFROojEMY2M,0.0751,0.428,0.656,0.181,11,0.15,-3.712,1,0.075,79.648,4,0.355,edm
0Zx8khUcEfCFK2AEoIhC92,0.222,0.657,0.703,0,1,0.256,-3.402,1,0.0753,122.381,4,0.338,edm
3hmOHDyG0ar79kBeRwD2V4,0.166,0.487,0.682,0.000634,7,0.0877,-4.6,1,0.0527,123.391,4,0.356,edm
6kPJZM97LwdG9QIsT7khp6,0.0441,0.737,0.636,6.66e-05,11,0.35,-4.546,0,0.0437,105.005,4,0.565,edm
5lXY6PTuWXOludKy4zDQwM,0.00165,0.771,0.731,0.633,7,0.217,-6.574,1,0.0409,123.026,4,0.635,edm
1kwHrBWAlucOE57lWugotk,0.0818,0.677,0.804,1.92e-05,1,0.158,-5.337,0,0.0677,122.111,4,0.41,edm
5fWRLdgfMlbKDncAhdN9zI,0.0789,0.4,0.485,0,8,0.135,-7.145,0,0.0369,159.909,3,0.211,edm
3FrX3mx8qq7SZX2NYbzDoj,0.00372,0.675,0.601,0,11,0.0458,-4.733,0,0.116,127.938,4,0.931,edm
0osvOdeD3YXZiWkT8MKolJ,0.0209,0.749,0.674,0,10,0.169,-5.128,0,0.0366,123.055,4,0.711,edm
6rHROoXjEfuxYVw1nd7plQ,0.0206,0.731,0.639,1.29e-05,9,0.0789,-6.597,1,0.0359,122.08,4,0.527,edm
2hLczPN5CH5qhc6J4WBJHs,0.0055,0.728,0.95,0.00386,11,0.33,-4.216,0,0.0977,124.003,4,0.812,edm
2BVUOGciUUUqOPSLtHwLGp,0.000208,0.514,0.924,0.805,8,0.0684,-5.417,1,0.052,151.994,4,0.0675,edm
27u7t9d7ZQoyjsCROHuZJ3,0.369,0.779,0.705,7.91e-06,0,0.124,-3.895,1,0.0344,101.022,4,0.946,edm
437ShA8eBSfBmezIP9MeX1,0.000726,0.56,0.935,0.000645,11,0.0776,-3.609,0,0.0986,102.946,4,0.383,alt-rock
1KDYN3odJHnj9pqGHN3FVs,0.0011,0.488,0.909,1.02e-05,10,0.456,-6.591,1,0.0929,129.774,4,0.643,alt-rock
63wsuMhok6GgcBRd2strGk,0.0651,0.438,0.99,0.0222,10,0.359,-3.89,0,0.108,131.306,4,0.452,alt-rock
5KnqauuLF6qyZA9RzfeKxG,0.00596,0.536,0.894,0.0168,9,0.118,-5.687,1,0.0479,174.899,4,0.784,alt-rock
73ZSUS3WLluxgASR1Hp74B,0.218,0.501,0.876,2.39e-05,1,0.157,-6.324,1,0.0545,103.974,4,0.228,alt-rock
5ih5herXfvp5coBVFhmoAW,3.4e-05,0.473,0.942,0.0375,1,0.0627,-2.698,1,0.0785,173.527,4,0.75,alt-rock
2DFRFqWNahKtFD112H2iEZ,0.006,0.464,0.797,0.000304,0,0.392,-5.244,1,0.0333,129.964,4,0.547,alt-rock
4LGKzrdEeBwR9UHCGlDT0W,0.00254,0.306,0.985,0.626,0,0.13,-6.687,1,0.0822,133.963,4,0.255,alt-rock
0ll9JAIrM3NVBOMl45sxSX,0.52,0.871,0.481,5.54e-05,7,0.0809,-9.068,1,0.0383,103.063,4,0.664,alt-rock
1IsGA5ceSC4a5nxgAEYnQd,3.77e-05,0.511,0.827,0.00103,1,0.208,-4.55,0,0.0323,121.459,4,0.486,alt-rock
2cmRpmO04TLaKPzmAzySYZ,0.00557,0.739,0.611,0.725,11,0.04,-9.829,1,0.0622,98.004,4,0.794,alt-rock
00RI7b6oZDjx6IQC2eH6bh,0.244,0.529,0.847,0,4,0.205,-5.513,0,0.0482,93.977,4,0.69,alt-rock
2E6elGQS3KaKR7QdfzQXdP,0.0293,0.336,0.62,0,0,0.124,-9.976,1,0.0406,121.683,4,0.283,alt-rock
1iWgFnhR0oW5Mup8yXDAPW,0.0095,0.592,0.877,0.000171,2,0.131,-4.05,0,0.0502,117.106,4,0.712,alt-rock
2ymCaPd4ojF9H8hzIz2NJd,0.0105,0.609,0.631,0,9,0.452,-7.115,1,0.0261,134.969,4,0.594,alt-rock
3WLLJzllBEgPiSA0qd3BN3,0.00769,0.669,0.667,0,4,0.0983,-3.0,1,0.0511,128.103,4,0.69,alt-rock
2Xe2YAxNPqWCNpZ8RagBdO,0.0175,0.409,0.761,0,2,0.114,-4.514,1,0.031,155.901,4,0.271,alt-rock
6qNSq6OKjNgXAn3Kj9HBKf,0.16,0.497,0.542,1.4e-05,5,0.084,-7.398,1,0.0315,93.57,4,0.0707,alt-rock
45R6DmpsaoqLujIn6qPTPH,8.38e-06,0.502,0.934,0.164,9,0.0921,-3.899,1,0.0553,102.121,4,0.477,alt-rock
7yYvvOB7CuzdVldb6zOk1m,0.0012,0.658,0.849,0,7,0.0415,-7.577,1,0.109,92.807,4,0.609,alt-rock
4P4V9JQhiQEP9hr4U33lEY,6.39e-05,0.617,0.85,2.93e-05,0,0.481,-4.543,1,0.0325,125.03,4,0.589,alt-rock
1nULBrlzWatdcjA2ZctIMv,0.0731,0.579,0.758,0.00292,11,0.708,-7.08,1,0.0281,109.054,4,0.288,alt-rock
5N028iJIsoozC9IQV4Sh6p,0.000258,0.613,0.944,0,10,0.324,-5.462,0,0.0378,130.017,4,0.806,alt-rock
6BT7qiDY4A5tOyklohjQuW,0.00418,0.654,0.39,0.0069,6,0.271,-10.638,0,0.0307,116.572,4,0.566,alt-rock
3K94Fd5ZQkPCW8wV6oyk22,0.0011,0.604,0.789,0.828,5,0.368,-6.259,1,0.0273,122.032,4,0.348,alt-rock
5CEJR6cVd1tHCFh87RqwqC,0.000665,0.582,0.872,0,0,0.343,-5.586,1,0.0322,121.982,4,0.44,alt-rock
5ftdTvmQjjsL23t7jxADfI,0.0918,0.689,0.617,2.08e-05,4,0.0816,-5.196,1,0.029,121.062,4,0.682,alt-rock
6HgrJfzfj9WRBABdussy8z,0.000106,0.571,0.919,0.274,10,0.171,-6.596,1,0.0457,143.155,4,0.548,alt-rock
3GSMdtJphymHEsR8K9jT5Q,0.072,0.724,0.646,0.000157,10,0.0923,-6.475,1,0.0352,112.019,4,0.957,alt-rock
5Sco7mbJy7p7vdDtJW10fZ,0.0576,0.631,0.684,0,5,0.0938,-6.27,0,0.0405,129.974,4,0.528,alt-rock
3vaONhSGEscyYeYoGpMLW4,0.00252,0.412,0.88,4.39e-05,1,0.09,-9.001,1,0.045,105.241,4,0.234,alt-rock
64DpBZj4IlDFzCwxTq7azl,0.0399,0.0621,0.887,0.000156,7,0.619,-4.305,1,0.0632,198.441,4,0.48,alt-rock
1ZEW880xswhd9glIHB7GYF,0.117,0.543,0.729,0.00126,0,0.133,-5.169,1,0.0341,129.989,4,0.241,alt-rock
0vLBP4TS5w4u6QWLW0rgeW,0.000186,0.582,0.826,0,2,0.135,-6.456,1,0.0619,85.01,4,0.75,alt-rock
2h8iXIwEdEnQywhFC4q5e5,0.0133,0.449,0.864,1.31e-06,9,0.0984,-1.159,0,0.0378,105.121,4,0.355,alt-rock
5lJUXSjRjevVy7I3P87wuK,0.8,0.532,0.768,2.01e-05,4,0.377,-8.698,0,0.0551,116.026,4,0.698,alt-rock
05uhED0miR9OJYPalPi7tx,0.0394,0.647,0.701,0.000142,4,0.0765,-8.043,1,0.0375,97.003,4,0.813,alt-rock
49dFv4gH1SeY90FySDOwCE,0.000484,0.348,0.893,6.36e-05,0,0.281,-4.589,1,0.0662,148.043,4,0.392,alt-rock
2niUiaoJDCzNldW0pV66zb,0.511,0.699,0.61,2.31e-06,2,0.127,-9.308,0,0.0541,178.112,4,0.846,alt-rock
6iRkrVOhCjgKFB2cBWnx4M,0.115,0.648,0.659,0.000307,2,0.19,-6.369,1,0.0259,106.196,4,0.532,alt-rock
5a2hIQWInPjqkkFiUEgxoX,8.57e-05,0.322,0.932,0.817,4,0.0969,-4.252,0,0.163,138.042,4,0.376,alt-rock
6DUKQUhWqUySYngLXLNwP2,0.00329,0.675,0.535,0.719,1,0.104,-6.109,1,0.0376,105.921,4,0.914,alt-rock
0xSfELjbi6QwmprLDu4Nrx,0.114,0.359,0.625,1.9e-05,6,0.0787,-9.387,0,0.146,111.866,4,0.154,alt-rock
5fYzuUxtcaJaRRaxMoM2DT,0.0222,0.552,0.471,0.601,2,0.125,-9.776,0,0.0372,100.266,4,0.0897,alt-rock
2BepFzUWfczDk68DXj10w3,0.447,0.588,0.555,0,1,0.0806,-9.401,1,0.0334,151.991,4,0.445,alt-rock
769cLRTw2y6KRdkFWFkxtu,0.000211,0.372,0.888,0.00442,2,0.115,-5.88,1,0.0943,141.374,4,0.555,alt-rock
6bBfqZW47dwndIfYQcB0VR,0.000288,0.49,0.78,0.0196,11,0.108,-8.535,0,0.131,108.137,4,0.387,alt-rock
2d6Rpz91tksIznqw75Fdpq,0.259,0.687,0.384,0,7,0.0825,-11.457,0,0.101,99.854,4,0.659,alt-rock
3CI1JP2ooMBSFjIy1u6Yrc,2.39e-05,0.689,0.719,0.679,3,0.314,-8.643,0,0.0304,127.982,4,0.959,alt-rock
16EKGMPGE3f6X3p18CjtkB,0.362,0.73,0.54,0.00334,0,0.0419,-9.046,0,0.045,109.76,4,0.977,alt-rock
471RMuDrTQqwjdaZ3zLp9L,0.217,0.644,0.711,0.000116,0,0.128,-5.666,1,0.0319,124.015,4,0.204,alternative
2QjOHCTQ1Jl3zawyYOpxh6,0.0495,0.612,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398,alternative
4IHpo5zDsNoT33clCtL24b,0.984,0.146,0.00208,0.926,1,0.162,-37.776,1,0.0454,68.24,5,0.173,alternative
73vIOb4Q7YN6HeJTbscRx5,0.0128,0.587,0.742,0.00107,6,0.146,-6.64,0,0.0529,145.007,4,0.199,alternative
6SmV1Oo24nCZBPzIYkL4HZ,0.0146,0.317,0.846,0.13,0,0.1,-3.624,1,0.0538,129.01,4,0.198,alternative
5UWwZ5lm5PKu6eKsHAGxOk,5.99e-05,0.413,0.881,0.000308,11,0.0805,-5.541,0,0.0367,158.066,4,0.364,alternative
3c1cNtcW4R8X54QOz86Lwi,0.442,0.767,0.763,4.77e-06,4,0.109,-3.724,0,0.111,99.049,4,0.675,alternative
