id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genres
4ZtqsOdBbS6GoedzzRGSo9,0.0121,0.673,0.808,0.878,9,0.037,-6.183,1,0.0491,130.041,4,0.303,breakbeat
4pDrHm6j3YkZyUjN3RC3XA,0.268,0.701,0.97,5.99e-06,11,0.261,-4.255,0,0.0868,94.964,4,0.741,breakbeat
1auX4gkGe7hbrOH0BXdpV4,0.00335,0.545,0.948,0.364,11,0.226,-5.098,1,0.0779,141.507,4,0.355,breakbeat
4i49g32ZPBgY2hkK4S1CiG,0.000907,0.629,0.951,0.526,1,0.424,-6.289,0,0.157,115.035,4,0.241,breakbeat
2iwGE4y7yF8qzKc5WZ2Z8R,0.00306,0.604,0.995,0.626,10,0.109,-3.641,0,0.164,136.216,4,0.262,breakbeat
6xqWwl5PfniBqz4a2d1Kse,0.247,0.673,0.432,0.754,5,0.115,-8.936,0,0.0479,85.063,4,0.558,breakbeat
2grynUHH0A3faPhGjdkjeJ,0.00095,0.499,0.826,0.029,9,0.122,-7.082,0,0.0534,140.007,4,0.427,breakbeat
2FiWMOFiCBX8E7yEXAyA83,2.91e-05,0.312,0.439,0.0443,4,0.429,-8.677,1,0.0356,79.964,4,0.193,breakbeat
5xcunlfaZvD9BDQsLONI7A,0.0953,0.577,0.729,0.928,11,0.184,-14.376,0,0.0319,126.988,4,0.177,breakbeat
3gpsOlonbuIJEkh80plUAF,0.247,0.673,0.432,0.754,5,0.115,-8.936,0,0.0479,85.063,4,0.558,breakbeat
4XKEVz0X1BIDhCAfb782tm,0.000113,0.522,0.933,0.724,1,0.112,-4.086,1,0.0544,181.957,4,0.679,breakbeat
5K0ZUD8S3UWeySc34zjmsq,0.00649,0.68,0.78,0.815,11,0.0997,-7.439,1,0.0559,142.002,4,0.295,breakbeat
4bz7uB4edifWKJXSDxwHcs,0.0141,0.745,0.714,0.0222,7,0.363,-3.681,1,0.0751,104.003,4,0.365,breakbeat
0qzgb2LWKtvJSb0efenfYq,0.00284,0.696,0.948,0.849,5,0.173,-4.46,1,0.0495,130.002,4,0.505,breakbeat
3NPYT4nilQ6YW1uA8I7orI,0.00936,0.507,0.934,0.00175,8,0.222,-2.325,0,0.188,175.954,4,0.471,breakbeat
3CF4afw5N7D75JmrTGm8su,0.000433,0.698,0.549,0.8,7,0.0768,-9.84,1,0.0673,88.0,4,0.655,breakbeat
7kXmJwrZGIhDaLT9sNo3ut,0.119,0.632,0.92,0.508,2,0.114,-4.976,1,0.0531,127.001,4,0.363,breakbeat
4uSSpcmbVi6qJuMdUCvubZ,0.0151,0.703,0.636,0.0104,8,0.0445,-16.686,1,0.111,166.027,4,0.968,breakbeat
2Xhd1kYKj2aee7JR3nIlRe,0.00957,0.751,0.897,2.88e-05,1,0.329,-3.598,1,0.0468,119.97,4,0.482,breakbeat
7Gx3uInlUKBbSOUro5UK4t,0.00495,0.73,0.952,0.237,1,0.255,-4.805,1,0.237,150.033,4,0.423,breakbeat
144adL7pGHEWRwute2wxzZ,0.000941,0.545,0.953,0.117,7,0.281,-5.172,1,0.0441,140.002,4,0.558,breakbeat
4EwnaSiy2j5YtKpZIe8r4u,4.67e-05,0.744,0.984,0.823,11,0.458,-5.518,0,0.0952,150.016,4,0.354,breakbeat
5oGKB8ILJZB5m5Pkz1x5Rg,0.00263,0.68,0.967,0.102,1,0.444,-2.38,1,0.084,87.993,4,0.42,breakbeat
55Ib6OUdNNqWeCEmuFpouM,8.68e-05,0.766,0.87,0.108,11,0.704,-2.884,0,0.137,172.782,4,0.339,breakbeat
6Rxa3iS3kpo9iTHg97Vxo3,0.00025,0.461,0.964,0.3,1,0.247,-3.275,1,0.223,112.586,3,0.0558,breakbeat
6TY8zPz6vG6pbOhk6HoRz3,0.0347,0.768,0.769,0.907,7,0.155,-11.821,1,0.0661,126.003,4,0.0584,breakbeat
43F49A8ReVXhH7l0jGMViS,0.0153,0.656,0.888,0.0369,10,0.227,-7.137,0,0.0423,125.02,4,0.68,breakbeat
2uttUoAC4vgZBZ9Ca5tiHV,6.47e-06,0.304,0.891,0.844,9,0.123,-7.496,1,0.0368,107.946,4,0.417,breakbeat
2wPFy7SAFnt9Nj2TipWcqb,0.0206,0.606,0.977,0.5,1,0.179,-3.642,1,0.06,109.41,4,0.809,breakbeat
63Cunxkipp2lvJgh7xvSQ5,0.469,0.572,0.579,0.8,9,0.127,-13.185,1,0.0302,140.012,4,0.363,breakbeat
7Em0GU0uX7BzhIzy7V5D9I,0.000997,0.732,0.678,0.0505,6,0.108,-6.631,1,0.182,84.98,4,0.0611,breakbeat
4pFrTE6sgK8rMsim7Dsu8p,0.000715,0.575,0.712,0.873,1,0.209,-7.085,1,0.0338,110.287,4,0.133,breakbeat
3m1JFLpKLYgMi1jf6Bu16P,0.00912,0.252,0.872,8.79e-06,8,0.109,-3.752,1,0.0777,126.938,4,0.399,breakbeat
4qKymXVwYzWnlX2Ia58ZE7,0.0362,0.619,0.968,0.271,9,0.72,-4.335,1,0.103,134.006,4,0.697,breakbeat
3F138QuYFlzPmgPeWKEFln,0.0399,0.663,0.868,3.43e-05,10,0.0485,-9.624,0,0.112,100.481,4,0.348,breakbeat
6NGFpYVJ15a5vmAQSAfA6S,0.00129,0.642,0.861,0.895,11,0.105,-9.385,0,0.0333,143.363,4,0.273,breakbeat
3oFD49LOJdWfgKUtaSbMJr,0.0565,0.586,0.953,6.61e-05,5,0.271,-0.803,1,0.0503,87.999,4,0.256,breakbeat
2cBS17NyVyBgRakNmMdOYF,0.0105,0.542,0.714,0.00712,4,0.0795,-9.737,0,0.0331,145.039,4,0.0848,breakbeat
6oa0iUWXuBhCJ419Tm0RKV,0.0208,0.576,0.88,8.99e-05,8,0.334,-2.01,0,0.126,87.969,4,0.514,breakbeat
2XQYfcD6Wkz8VjNwP7lXea,0.0135,0.822,0.917,0.0886,1,0.0597,-3.855,1,0.195,125.978,4,0.7,breakbeat
0wcPVFqUw4435IwsQtLLTy,0.00123,0.337,0.91,0.377,10,0.654,-9.149,0,0.0657,120.002,4,0.152,breakbeat
4ht7dWyVh2eUt3S2Vjjt3x,0.863,0.566,0.241,0.798,7,0.127,-12.787,1,0.0514,149.868,4,0.277,breakbeat
21QQ5b9PP7GnWl2GI98kjD,0.000748,0.493,0.744,0.384,7,0.322,-4.021,1,0.0342,140.041,4,0.151,breakbeat
5LHOG7eLo0qjuyL9dIUKKZ,0.00331,0.636,0.963,0,3,0.395,-5.504,0,0.28,135.144,4,0.154,breakbeat
0lOzGDHcPlUB1ZvXMWQ0Oh,0.171,0.62,0.558,0.916,7,0.157,-11.422,1,0.0407,171.827,4,0.539,breakbeat
6lckEF6lLHMEkw0piN2jki,0.0232,0.554,0.687,0.936,9,0.0815,-9.992,0,0.0906,126.01,4,0.177,breakbeat
6TrsUeqTOaRsKh3fIlpE1t,0.00204,0.648,0.962,0.149,6,0.235,-3.449,0,0.0329,130.007,4,0.875,breakbeat
2mWf74A6eynXC83kb39UWc,0.0118,0.633,0.737,0.907,10,0.144,-7.808,1,0.0364,120.006,4,0.787,breakbeat
0ERv9Zf4AJJdQ1sIztb15v,0.000917,0.563,0.924,0.583,2,0.0352,-2.703,1,0.0412,119.089,4,0.26,breakbeat
5laMLpywstmMf3AoWXxNxo,0.000722,0.885,0.65,0.0111,11,0.115,-8.545,0,0.312,102.991,4,0.399,breakbeat
2MjcfFjREPvPKn9YAddRuL,0.824,0.635,0.432,0.91,8,0.098,-12.474,1,0.0305,95.029,4,0.0804,idm
2R1ie4gZr9VXwVQlqrdGNP,0.327,0.179,0.373,0.939,11,0.0987,-17.544,1,0.0372,98.482,5,0.179,idm
3FLAVoWYudrm2ws8XPjAqq,0.641,0.362,0.677,0,11,0.0961,-8.142,1,0.446,80.047,4,0.357,idm
3ovLeMGp91uEx4Mc8Bwg18,0.624,0.422,0.238,0.932,4,0.0922,-15.208,0,0.0346,154.986,3,0.16,idm
6HH3J5V7FCGO2nooQ02Eam,0.153,0.232,0.689,0.896,1,0.305,-7.928,0,0.038,106.489,4,0.107,idm
1XLeX0E7yeFHrSkTgVNtMm,0.971,0.525,0.138,0.858,5,0.105,-23.333,0,0.0433,161.957,3,0.267,idm
4fNgosl0Wn8Mk2deqUBAd0,0.735,0.722,0.183,0.919,6,0.094,-17.738,1,0.0512,74.995,4,0.501,idm
5EYsGMk4WZX51gd2OliJ1d,0.793,0.581,0.657,0.799,0,0.11,-12.281,1,0.0268,139.964,4,0.759,idm
5Yo2ZKbb7hhPEKxnMqRqgw,0.0368,0.649,0.915,0.864,11,0.151,-6.504,1,0.036,126.008,4,0.632,idm
7ns5VvwQUV3A8gLxoSZVyJ,0.774,0.609,0.366,0.951,1,0.219,-14.752,1,0.0522,75.008,3,0.494,idm
3b8uE0uvy8r44nyjRrrE60,0.000384,0.644,0.656,0.612,10,0.0479,-6.417,0,0.185,131.078,4,0.387,idm
2MYPFXScWdR3PQihBQxu7x,0.653,0.855,0.66,0.699,9,0.0676,-11.632,0,0.137,123.036,3,0.924,idm
4rdJue3KgHpfVYDm7Ks1UN,0.0319,0.27,0.676,0.633,5,0.138,-9.825,0,0.0456,86.809,5,0.24,idm
159i3Wc4umL7tOhlJXtvKK,0.756,0.521,0.552,0.886,11,0.12,-9.827,0,0.0341,164.997,4,0.342,idm
739JSBRrteUqmsOzrKGGDc,0.0393,0.288,0.276,0.777,0,0.261,-22.525,0,0.0499,73.098,4,0.0955,idm
0hAM2VDYMWzAgtCVZXA6Qr,0.938,0.454,0.215,0.936,6,0.0958,-19.522,0,0.0298,118.013,3,0.114,idm
59pKlbDheWMOE4tuSwNf66,0.959,0.254,0.178,0.968,2,0.301,-16.954,0,0.0323,66.49,4,0.0495,idm
4tLNXYP7lz8dtpcEFNSXfx,0.0382,0.303,0.588,0.813,9,0.0922,-7.344,1,0.0363,131.929,4,0.326,idm
7cWrKwlmbss71daDFKX8wf,0.807,0.518,0.772,0.906,7,0.0865,-8.957,1,0.0344,136.888,4,0.199,idm
6ioUmcyeobk9eqHGac2FJo,0.109,0.632,0.867,0,2,0.108,-6.492,1,0.263,159.94,4,0.204,idm
6wNtsMmah3puQYR3MbYLIN,0.000777,0.542,0.973,0.643,0,0.357,-2.446,1,0.159,94.979,4,0.357,idm
7LM8JMb9wjDLuQ4kssPORF,0.123,0.742,0.52,0.844,2,0.0889,-10.85,0,0.0529,125.01,4,0.0443,idm
73WM7gutSe4Gw2rxS59N6S,4.23e-06,0.328,0.62,0.209,5,0.754,-9.787,1,0.0322,80.062,3,0.257,idm
0QsoJz2GAIcUvquVDCz3mN,0.262,0.628,0.993,0.61,9,0.93,-7.667,0,0.0976,135.001,3,0.171,idm
4qjCPbyCkFsEwHaZu1m6EO,0.69,0.576,0.533,0.856,5,0.148,-12.991,1,0.0381,104.975,4,0.0481,idm
59nMB88sQlG809hvtzQaw9,0.387,0.357,0.677,0,8,0.208,-4.97,1,0.353,86.307,3,0.385,idm
1pbxHoGLKHD7jx4vMw5H2n,0.821,0.43,0.389,0.94,6,0.358,-14.204,0,0.0547,118.526,1,0.0519,idm
553bAzOnSvLloXTIApIMjz,0.991,0.609,0.313,0.915,7,0.105,-15.374,1,0.0355,127.066,4,0.347,idm
7BY2UnJcQbLO5AMEYgt0NR,0.148,0.619,0.601,0.00235,0,0.146,-8.727,0,0.0333,126.993,4,0.373,idm
7L7Tjh11etRaPm1KbnO8sQ,0.117,0.677,0.83,0.885,1,0.14,-11.081,1,0.127,140.796,4,0.133,idm
62JbeWy6YLg7WxMBUqfoeQ,0.197,0.871,0.261,0.000197,3,0.119,-11.742,0,0.092,118.991,4,0.341,idm
1V5Dp4puHLcNQqwPjnldNE,0.782,0.452,0.633,0.841,7,0.114,-12.691,1,0.0475,178.942,4,0.506,idm
4MCXW0wKvISXsL5iypWG2I,0.983,0.337,0.11,0.881,1,0.258,-19.699,1,0.0495,118.744,3,0.0363,idm
1sfqPyzweozuYYP7Xg9d7i,0.278,0.338,0.636,0.927,11,0.117,-10.945,0,0.0465,121.876,4,0.113,idm
6VAk6xOY2Bl4Cr15IMtuPX,0.89,0.195,0.495,0.986,5,0.667,-16.795,0,0.0403,130.526,3,0.108,idm
0MpYcFOQXnjkQF4hRKpetC,0.166,0.577,0.662,0.806,11,0.0908,-12.477,0,0.042,160.035,4,0.542,idm
5PcQtGG5lyHIr0418ZADhB,0.77,0.542,0.522,0.966,2,0.376,-17.471,0,0.056,120.465,4,0.0364,idm
69kPmtjz4qEkia1BBRYJ5e,0.716,0.548,0.722,0.0022,2,0.139,-6.683,0,0.0477,125.01,3,0.19,idm
2vtaeYpAnGLn9CrxTkXlb2,0.000262,0.615,0.725,0.00118,10,0.0999,-10.668,0,0.0477,108.007,4,0.438,idm
75xmDddQUJKQjZtjr65QGG,0.0886,0.727,0.676,0.612,10,0.0998,-7.935,1,0.0415,171.157,4,0.925,idm
2CZAn6D2A4hX7aTQ8phALr,0.145,0.673,0.27,0.841,7,0.206,-13.472,1,0.0272,94.492,4,0.172,idm
60mNxUxWg5lL9gFeFxdk5u,0.0885,0.755,0.744,0.0542,1,0.184,-11.066,1,0.119,119.95,4,0.326,idm
45nRu1wKKrwJuXv8U4mklS,0.992,0.589,0.179,0.918,3,0.112,-20.157,0,0.0448,114.005,4,0.275,idm
6bNGDwv6UYmqjTneeEytVy,0.394,0.941,0.658,0,11,0.182,-5.178,0,0.0468,110.964,4,0.191,idm
2rahZcwdQ3zQU6AEgXWV6G,0.819,0.401,0.207,0.00363,5,0.155,-14.331,0,0.0357,152.557,4,0.0548,idm
2B1JoZgwHaDConscDGBYUW,0.139,0.6,0.71,0.807,10,0.125,-7.62,0,0.0301,134.994,4,0.32,idm
1spZ1dYk2q9cfKQkCUTbdV,0.724,0.137,0.142,0.765,1,0.114,-19.263,1,0.0381,69.78,4,0.0318,idm
1s3E5WtQ4sF1ZqziIlLb79,0.274,0.677,0.574,0.845,5,0.132,-11.323,1,0.0488,83.001,4,0.406,idm
0VzV34W0NidIVjz6IPlEEV,0.113,0.584,0.613,0.855,11,0.108,-13.823,1,0.0418,118.883,4,0.0511,idm
3Km7P6Jc7rFlxBymYLhuOn,0.867,0.594,0.215,0.725,4,0.154,-27.028,0,0.0419,159.981,1,0.639,idm
6hPoIXMBQuX7Af4XyqBcSX,0.000124,0.551,0.965,0.71,7,0.374,-4.852,1,0.0424,115.003,4,0.151,black-metal
62f5Wr85zS0rEhnh7Ege1Z,0.00161,0.484,0.961,0.00651,1,0.103,-6.252,0,0.189,101.368,4,0.395,black-metal
0wSDqr9K4hdFaY5P7apPlo,0.00284,0.28,0.875,0.189,2,0.15,-5.312,0,0.0392,129.129,4,0.462,black-metal
5zhRpM3RiQAfcs8D9XqeKG,0.00173,0.138,0.996,0.0156,2,0.762,-6.587,0,0.173,142.24,4,0.0261,black-metal
69RKttZp5ubhotQ2ZmoqkQ,1.74e-05,0.395,0.944,0.861,1,0.186,-5.82,1,0.0919,179.946,3,0.12,black-metal
1FnrKOoODPY7NigNUZUDIC,0.0176,0.407,0.982,0.862,8,0.106,-5.364,1,0.218,146.025,4,0.197,black-metal
0CDHN3Wk8JY0p5myySB0mS,9.47e-06,0.225,0.939,0.762,4,0.384,-11.81,0,0.0596,113.533,4,0.225,black-metal
1HNkLvLFcYONf683B7LxD8,0.00011,0.191,0.995,0.1,1,0.751,-4.418,1,0.216,193.878,4,0.194,black-metal
3D6ZPZrFk2CHZCJ2STxHW7,9.92e-05,0.535,0.889,0.41,10,0.329,-5.547,0,0.0533,97.493,4,0.327,black-metal
392wVzPBkeTpfjHCRaXKTo,4.78e-06,0.0967,0.906,0.813,11,0.258,-6.639,1,0.103,201.748,4,0.564,black-metal
2NVQbNEmJ0ZVulQOpWa0PD,3.72e-06,0.199,0.994,0.893,1,0.263,-3.773,0,0.19,110.713,4,0.0624,black-metal
711khweVScQBOaX0rIVNhL,0.000232,0.226,0.912,0.0933,0,0.607,-6.027,1,0.159,106.994,4,0.09,black-metal
58SUPk63baVqZ44Yko0wWL,5.82e-05,0.254,0.816,0.0634,2,0.0865,-7.327,1,0.0506,202.059,4,0.531,black-metal
0CZVDnNPfGcaoix1ZVHKHZ,0.000192,0.751,0.25,0.0678,11,0.0663,-7.016,0,0.0382,129.996,4,0.523,black-metal
2reP1SrOvXsViM6eeLqZmA,0.809,0.55,0.53,0.00399,0,0.13,-11.147,0,0.0342,93.927,4,0.545,black-metal
4wv2dlIv3RvSKiEcuDNPGu,0.00945,0.555,0.621,0.00712,1,0.218,-7.929,1,0.162,130.252,3,0.479,black-metal
1uUq5kvGpoH5HTyw3nuh4X,4.34e-06,0.404,0.996,0.162,6,0.303,-2.738,1,0.141,187.018,4,0.185,black-metal
5BseqiqJhpoZj5DhaHKStB,0.0957,0.598,0.667,0.119,4,0.25,-8.056,1,0.0273,116.883,4,0.393,black-metal
2wkzXvuF7mRJXQdVxz1fo7,0.0117,0.39,0.752,8.91e-05,1,0.377,-11.051,1,0.0385,97.549,4,0.269,black-metal
5SPB9fyQfI1zyTu1XosYlJ,0.227,0.762,0.788,0.00046,5,0.126,-5.818,0,0.0727,119.284,4,0.869,black-metal
2956v4MaiU78SkPpeTXxhq,7.68e-05,0.146,0.947,0.905,0,0.185,-5.708,1,0.0838,104.353,4,0.0891,black-metal
79rCZ7KrkgpT2k6wXVjxiL,0.00066,0.462,0.905,0.0402,0,0.0839,-3.825,0,0.0438,122.925,3,0.253,black-metal
17AMDcBGI7z0x1Ek13epbv,8.19e-06,0.218,0.94,0.878,7,0.164,-4.579,1,0.199,84.258,4,0.272,black-metal
5Dl98jL5bgWz8Ou8SxqQbD,1.35e-06,0.219,0.774,0.943,1,0.194,-8.904,0,0.0823,95.062,4,0.273,black-metal
1acx35894eJWiwnjN7faXD,3.03e-06,0.26,0.922,0.914,11,0.0802,-7.592,0,0.104,101.185,4,0.2,black-metal
65CWoT7I7N0bHxzuXujYdm,5.28e-06,0.0771,0.985,0.0508,10,0.273,-4.026,1,0.095,173.289,4,0.0736,black-metal
1mIEtP4RLqJn5xk8omStDv,9.83e-06,0.242,0.931,0.0792,7,0.0371,-7.779,1,0.0777,178.937,4,0.424,black-metal
4zNPkTdGtUGQn8FEY7I30e,0.00987,0.196,0.474,0.958,0,0.497,-3.267,1,0.0443,170.08,4,0.523,black-metal
1dp8EseubSnabBpwNjYEXX,0.000427,0.393,0.963,0.0139,5,0.361,-3.269,0,0.107,74.634,4,0.305,black-metal
3veenxdQS62i4UJgrAbKW2,1.72e-06,0.298,0.957,0.963,6,0.306,-6.176,1,0.0822,136.483,4,0.0692,black-metal
0h2KyPkIISeMMkA2X0eXU5,0.00393,0.156,0.737,0.000185,7,0.122,-5.273,0,0.0512,134.091,4,0.275,black-metal
31LLKZ5dwnZlzU76Y8drmD,4.5e-06,0.188,0.798,0.945,2,0.41,-9.298,1,0.0435,187.26,3,0.184,black-metal
38XmF28XW6a7g44JhZdsDT,0.000562,0.441,0.997,0.019,11,0.147,-4.928,1,0.19,150.036,4,0.0314,black-metal
5wDNpRMWXa9MY1hQtkU1L7,0.0528,0.217,0.7,0.092,11,0.176,-10.003,1,0.0516,130.308,4,0.232,black-metal
0A4Xb4Io50uHnHZ1V8x2KC,1.27e-05,0.265,0.962,0.000862,2,0.4,-4.871,1,0.108,167.759,4,0.156,black-metal
2nyFOTFPwCy4tTJ73LI19t,8e-05,0.27,0.946,0.0375,5,0.135,-3.061,0,0.0627,122.983,3,0.239,black-metal
7MWR9jhJ9bNssmOHTdTE0T,5.23e-06,0.462,0.957,9.61e-06,6,0.15,-5.259,1,0.142,132.017,4,0.345,black-metal
5wRq4HqI86j5NAsTKeDlDj,1.07e-06,0.148,0.719,0.973,10,0.411,-6.423,1,0.0615,106.011,4,0.108,black-metal
0xnpdG0yrbmsZTSk1y5P6n,7.13e-06,0.201,0.866,0.939,5,0.337,-3.961,1,0.101,110.322,4,0.0986,black-metal
5eKOyf0i14QZHCD6mbwkej,0.544,0.418,0.302,0.869,9,0.104,-13.929,0,0.0305,147.895,4,0.16,black-metal
3Jai674s9zQJJxsgsyRBHz,0.0392,0.295,0.817,0.833,7,0.32,-7.594,1,0.0429,128.351,4,0.276,black-metal
0ws4nqoRIJ5gWeQii8ZU0t,0.000244,0.272,0.7,0.509,0,0.362,-8.718,0,0.0411,150.041,4,0.397,black-metal
7sEoGYYVISO9QZ7dcohQK9,2.54e-05,0.445,0.951,0.924,7,0.136,-6.634,1,0.0471,124.68,4,0.654,black-metal
7BvcpEdO7PUDGGSER1S9LA,1.07e-05,0.236,0.87,0.93,2,0.305,-4.747,0,0.0579,167.845,4,0.186,black-metal
6z8KgGwhwJPSq948Vk3mWk,3.44e-05,0.307,0.947,0.931,2,0.152,-6.429,1,0.0489,140.902,4,0.276,black-metal
4WexC0hnXRjiRbWszYy97K,2.18e-05,0.213,0.779,0.000687,1,0.15,-11.398,1,0.0827,118.831,3,0.201,black-metal
4pnmXsQnfjDahJ7AfJrtgg,0.000513,0.586,0.752,0.847,9,0.333,-8.496,1,0.0363,131.958,4,0.215,black-metal
7t8F2S2a4j9cn0BvXaFsXD,0.0716,0.267,0.998,0.981,4,0.327,-11.325,0,0.0928,165.046,4,0.0204,black-metal
2IPXLiYZh7UjY0R3JWRwM6,1.07e-06,0.266,0.742,0.978,4,0.446,-8.462,1,0.0518,89.384,4,0.111,black-metal
5yrJENYSTcCe5ozukb5xlr,0.0235,0.244,0.953,0,5,0.0777,-5.938,1,0.0617,196.372,4,0.806,black-metal
5uEYRdEIh9Bo4fpjDd4Na9,0.418,0.841,0.593,0,1,0.124,-7.846,1,0.0379,124.917,4,0.808,indie
5S5u0EWtlblH00iTNExZ6X,0.0448,0.622,0.471,0,9,0.0957,-7.105,1,0.0277,124.455,4,0.278,indie
33EPuIJQwfcm82vhTGJXyj,0.57,0.466,0.552,0,8,0.302,-8.848,0,0.18,88.27,5,0.5,indie
2AYEOC02WLhUiOoaig2SEH,0.0387,0.545,0.968,0.00325,9,0.331,-3.553,0,0.0853,169.965,4,0.527,indie
75MNhvTCCKsST3YqqUiU9r,0.281,0.788,0.859,0,2,0.0424,-2.724,1,0.0856,141.02,4,0.822,indie
7sIx70dGj3VBiHWr0KZXfD,0.622,0.776,0.626,0.899,6,0.086,-12.561,1,0.0396,122.072,4,0.866,indie
6oVxXO5oQ4pTpO8RSnkzvv,0.0329,0.719,0.469,0,0,0.169,-8.792,1,0.0533,120.085,4,0.0851,indie
4sNG6zQBmtq7M8aeeKJRMQ,0.0941,0.687,0.617,1.27e-05,4,0.0898,-5.213,1,0.0287,121.079,4,0.665,indie
1fo2ctLqj3zBhRQKOXprol,0.00245,0.588,0.791,0.00258,7,0.118,-5.595,1,0.0402,94.933,4,0.487,indie
1ixbwbeBi5ufN4noUKmW5a,0.033,0.447,0.848,7.46e-05,2,0.65,-6.175,1,0.222,172.253,4,0.485,indie
1uMHCAyGmHqyygoNRuo7MV,0.023,0.815,0.848,0.000162,4,0.0265,-4.704,0,0.115,106.032,4,0.684,indie
10nyNJ6zNy2YVYLrcwLccB,0.0577,0.255,0.393,0.00361,5,0.113,-10.654,1,0.0278,76.426,4,0.118,indie
76mOLcXOjOEhyY4mMF1l3r,0.888,0.602,0.494,2.59e-05,4,0.0902,-10.813,1,0.0277,94.955,4,0.374,indie
51c94ac31swyDQj9B3Lzs3,0.000249,0.269,0.853,0.000246,7,0.118,-4.647,0,0.0854,141.581,4,0.179,indie
3BQHpFgAp4l80e1XslIjNI,0.879,0.332,0.179,0,5,0.0886,-11.83,1,0.0326,96.529,4,0.315,indie
2P5yIMu2DNeMXTyOANKS6k,0.07,0.398,0.717,0,0,0.085,-5.253,1,0.0398,117.296,4,0.487,indie
6SQLk9HSNketfgs2AyIiMs,0.000532,0.535,0.521,0.371,0,0.19,-5.942,1,0.0272,140.026,3,0.457,indie
2lwwrWVKdf3LR9lbbhnr6R,0.013,0.649,0.888,2.23e-06,6,0.0888,-4.807,1,0.0293,100.975,4,0.553,indie
37BTh5g05cxBIRYMbw8g2T,0.0208,0.365,0.513,0.000147,7,0.205,-13.034,0,0.0357,80.647,4,0.739,indie
3n69hLUdIsSa1WlRmjMZlW,0.096,0.615,0.658,0.000911,5,0.205,-7.299,1,0.0343,150.093,4,0.293,indie
3qhobDAfBcVoOWZP8Ck8R2,0.613,0.664,0.573,0.000363,5,0.0857,-6.519,1,0.0277,76.023,4,0.566,indie
41P6Tnd8KIHqON0QIydx6a,0.433,0.634,0.663,0.124,11,0.102,-6.818,1,0.0331,146.053,4,0.6,indie
2h5cjNTM2gKzWc0d6WXhSr,0.0157,0.609,0.692,0,1,0.0864,-2.958,1,0.0259,116.959,3,0.454,indie
4MbzauKV2ydtZZjLsPcuTF,0.0553,0.621,0.411,0,6,0.0816,-8.261,0,0.0333,110.113,4,0.357,indie
7DAB0lFAvDT0Nhw5BjBqt1,0.0547,0.658,0.401,1.2e-06,7,0.0927,-8.377,1,0.0367,108.049,4,0.0384,indie
3pANfZVFdtuVnJsE6xa5Ox,0.0467,0.497,0.638,0,1,0.385,-5.31,1,0.0274,172.01,4,0.77,indie
1EQFOouqdKYdpbNoOHRVO2,0.0658,0.671,0.599,0,4,0.101,-6.18,1,0.0405,121.849,3,0.448,indie
4a2uqVlpRChHj32EjJLu7G,0.735,0.488,0.284,0,10,0.319,-11.039,1,0.0551,149.952,3,0.398,indie
7HtPBwBoCBDy1tpstag7HL,0.134,0.677,0.592,3.86e-06,7,0.175,-7.108,1,0.281,186.038,4,0.528,indie
45ROR8UMn60YEVQnDy0uVF,0.00346,0.546,0.586,0.00114,6,0.0562,-8.488,1,0.0313,131.778,4,0.364,indie
62ZXL1CWLJDiDWUZUhfLfU,0.0155,0.551,0.813,5.82e-06,5,0.105,-4.25,1,0.0621,97.557,4,0.568,indie
4blPH3Uy89WnOnYlIv7Ev4,0.326,0.609,0.449,0.000115,5,0.147,-13.291,0,0.249,143.854,4,0.309,indie
4pGqFOfzvfe6avb9kbZicC,0.15,0.695,0.615,0.000212,7,0.0879,-5.325,0,0.042,124.015,4,0.414,indie
3VSYkAf6f46i5ZkXOHORq1,0.362,0.448,0.511,0.823,6,0.129,-9.084,1,0.0274,96.321,4,0.112,indie
35mBYyB61qTcGGj7MXIRM1,0.0347,0.814,0.754,0.00105,7,0.115,-7.571,1,0.113,103.028,4,0.534,indie
5Hroj5K7vLpIG4FNCRIjbP,0.0591,0.673,0.902,0.000262,2,0.0558,-2.392,1,0.0346,100.012,4,0.538,indie
6F9U58EHsIPgvQs5eb8O2J,0.691,0.38,0.339,0,3,0.12,-7.885,1,0.0338,100.607,4,0.0849,indie
1Ame8XTX6QHY0l0ahqUhgv,0.00151,0.519,0.595,0,2,0.0762,-5.001,1,0.0283,129.786,4,0.237,indie
09T4f2HgIJY1Ia6FRjzTk3,0.0616,0.65,0.404,0,7,0.104,-8.403,1,0.0356,108.03,4,0.0379,indie
4Uiw0Sl9yskBaC6P4DcdVD,9.91e-06,0.206,0.965,0.827,1,0.367,-5.116,1,0.079,92.615,4,0.168,indie
73YUReisjb3A9ActdLLjJQ,0.87,0.559,0.334,0,11,0.114,-10.733,1,0.0376,122.079,4,0.211,indie
3Ozx6IrGdoQyAworJzvBDE,0.822,0.567,0.311,0.23,2,0.11,-14.464,0,0.0455,83.11,4,0.478,indie
5amRolITZmPuqDQOqJ4aWr,0.705,0.515,0.604,0,1,0.069,-6.595,0,0.294,133.582,4,0.267,indie
42qNWdLKCI41S4uzfamhFM,0.191,0.583,0.888,4.58e-05,11,0.0936,-9.414,0,0.0349,93.206,4,0.706,indie
