id,artist_id
0Tl84qfow6Dv0PM60zoBhb,0SWtMcmZLgP04Kj5x0eCxa
6xtQ23d8GEXgcxyUKPtwc5,6XyY86QOPPrYVGvF9ch6wz
0ndYI8UT0PMaJzKLJbFr35,7esCoLcCoCK7FPa9casAH4
1CeizRCGEYPWooEeVfmyFL,6AVLthptCPhfrxlHadOBJD
2MSgFefjK0T7Iwjvr3OKqV,7y97mc3bZRFXzT2szRM4L4
1y2wM4Qxn27EOsQnhHYA3Q,0AunegKKH2ys98aLxq8G1A
09RhTAi0nuzCs5KS2XWSs5,5R5MLOQbI4lb7GHYioPqoN
300zfRaCgTmEm5Eqe3HqZZ,0NyzfcGDZZ6GM25EBG9BYK
6uSa5iCMwPr10Ftpz8w09b,3UVRliakQfa1pMWIsNuiZ8
3GfOAdcoc3X5GPiiXmpBjK,7MhMgCo0Bl0Kukl93PZbYS
50GjWsURB8eYGeJdpj3j6j,0Tlfd0GGFcWZxrbdkykoxn
1ak0S3NhwWrUgNlQhJ1412,6lHL3ubAMgSasKjNqKb8HF
3PbHle8KhJp6GuO1jLdEmQ,2RTUTCvo6onsAnheUk3aL9
3PJivN5BZ2ckFa22igIu4a,05RZIdfz59ZW2FvFuwnmNK
2DNyZP4Py6f4zMASLBnIu6,4U7lXyKdSf1JbM1aXvsodC
6lqwRfIHYRiJ7M9xfLqcRx,0ImEDe9tW5n4pxHOK39zIc
5uRd1tmUAvfFGSPR5266Xp,2UoLlLFDkqewHH7EzaZcl7
0s46SltT4On0Z6kglK1I5c,3nFkdlSjzX9mRTtwJOzDYB
6holGuk1jKHTdWyWBOZi8l,165ZgPlLkK7bf5bDoFc6Sb
3M1H1CWjrSq7nxABHc8EXv,2Ax9wZpdlg4r2zkc3pcI8U
71u5SjnkSQgzIt1UzHchbi,1QPZhx0asYTBxD5RDqfU49
6hQszXJIYhtjmSTmDqZpeU,3zXw2Eh96iTT51pytzHdZi
4K1DB7EedHPuVnhVrnvf2U,2d0hyoQ5ynDBnkvAbJKORj
3dxDj8pDPlIHCIrUPXuCeG,0LhHRmSd1EYM5QdNeNnCoQ
2UItG0wkLz4gd8ul5sSanz,48LhRfIdXbGSxKrYcok6Tn
3xVtc7PB4V3AqAfq4Iahli,7dGJo4pcD2V6oG8kP0tJRR
038jgLNIvp7QQNf5vILf5d,4XwKU420OWVk38vz1KvH3M
0qksx8mV28lztYIZ1om8ml,4gzpq5DPGxSnKTe4SA8HAU
5hYr8yRbQLFE20oS7Mi3T2,4P0dddbxPil35MNN9G2MEX
4NTn0Yo8hTGW5tbBANBzfh,3Mcii5XWf6E0lrY3Uky4cA
18ohWhzbMCynq5QJ68ifkW,7dGJo4pcD2V6oG8kP0tJRR
5uuXtfqM7Wp3idCxyHeOll,6XyY86QOPPrYVGvF9ch6wz
2d1NMaw8arIU2Fy4BnWqLs,53RkHTcl0SJZjpzqogkBf4
2RQ3fWFZJJe4G5KkHEACww,0dEvJpkqhrcn64d3oI8v79
1rnjkfvu6h8aH1sYcXkjID,108moq3rq6bm1M4Ypz0J02
6pfdW2NouUI3ZnugM7r0G0,2VYQTNDsvvKN9wmU5W7xpj
3lqT89gv8p3PYwXtr3ODjv,6I6t21SFbxZ7RbQgD5dN7U
4x3381mYJqptPqT6OKUfmu,6S58b0fr8TkWrEHOH4tRVu
0y6DSMwFO6cLKN1XB85cGV,6uothxMWeLWIhsGeF7cyo4
6nEkxYIEnrbYH7h1hJ8Xn6,3WrFJ7ztbogyGnTHbHJFl2
7bCNS79pv7K9iYtqAo0uIW,1CajkwEgJac9j9alNJJxTQ
0WHOPmOuQKuu05k4g3UTvk,694QW15WkebjcrWgQHzRYF
5OQGeJ1ceykovrykZsGhqL,1VbWUxZTRNY2gw3qZ1tg9W
3AA8xNhDC0MpqwkGX3EP5V,1xU878Z1QtBldR7ru9owdU
0gPQTLaqHDgdupKEok7J2x,2JyWXPbkqI5ZJa3gwqVa0c
7flXreohxgJdOnh6Kc4bx0,30fiiwr2EeZp1tAhzYCmyM
0Qrb3L8JgreLBW8g4qyan9,6Ghvu1VvMGScGpOUJBAHNH
5TB6QgrF0RPIxSCGfRDLoe,4gzpq5DPGxSnKTe4SA8HAU
5AmPClBlU5sK45i6kMSngt,6kACVPfCOnqzgfEF5ryl0x
4oPNN7syJYSjzDhRerF966,336vr2M3Va0FjyvB55lJEd
64VeKDD6z3P2UnDl8nphc4,014WIDx7H4BRCHB1faiisK
1jRzdY7oUBOhrylNtiMtBD,3LIJJJkO7R5RasRwt7xIn5
49aUxrufliNDGj7MTm7pNU,6AVLthptCPhfrxlHadOBJD
4rJtUMlnhJzlzlnxyoc3tb,2H5elA2mJKrHmqkN9GSfkz
5S0cvScXb33JVpjTiY9Ivi,0AunegKKH2ys98aLxq8G1A
5IvKtrcNWBkvyW2yXZ2Y40,3TOqt5oJwL9BE2NG9MEwDa
6ewN9MaFbi78oDLT9wYDgn,6xnvNmSzmeOE1bLKnYXKW3
4sIFi8LpJWPvI5xviWFyA6,4KEHIUSoWCcqrk8AddTE1O
1gAaRSN57UYVRI4eWRyAvP,6XyY86QOPPrYVGvF9ch6wz
0eHT8N5YQglv8cYYizXvSw,0iYwcf0XreyCAswJOJMOII
6UzeOH4bRPzKTo2wCXMZmC,6XyY86QOPPrYVGvF9ch6wz
3X4Oz9LjhhtgyOhVNlfoYa,7dGJo4pcD2V6oG8kP0tJRR
45TWe8gi8EhRzCRC1dtMsm,3nFB4eMP5gdqee2eQb8nZb
4XDBEoD6QFnzDY5oMmNVXN,4DFhHyjvGYa9wxdHUjtDkc
3elnkBcvQQpZLz71mnw5hT,30fiiwr2EeZp1tAhzYCmyM
1jxO9AwMqYynDsuMWKrPvi,2nszmSgqreHSdJA3zWPyrW
3VEZvzr84WVnoorZ4tlBSw,7Aq8lpLMSt1Zxu56pe9bmp
60uesDF4UyLUs61FgiDkdp,3Mcii5XWf6E0lrY3Uky4cA
7sruBwHu4S0DIo8RXKxsAY,5338fdSzGNOFD4cxAxDTeq
1aBsPqZWFxlx6fQSnS4N1e,0Tlfd0GGFcWZxrbdkykoxn
3Ed337L8k9XN4Cje0mr7p6,4cBjJBPtvetlysjjojDLUA
2KpOQtEJ1twefxHOt4JwfF,5ILgJERmX20rZuVVDQ7z5P
1X1KDnhTnb28tpJlgOV3lD,7Aq8lpLMSt1Zxu56pe9bmp
4cNhx6OO1XpvwT6xZnb83B,3ipn9JLAPI5GUEo4y4jcoi
5zn1hpm9N0ylKB7kOtpCw2,2lFHVcUeJ9Gq6AZiU3ZAOa
3j8EEMm9kbPLqByuaHmUmQ,4L3GTE04bW5N7azA9QPhjA
7tEoJKbYdIHBfn7tTIyjHW,7dGJo4pcD2V6oG8kP0tJRR
2MNQMtZbOb7rBWli3TSok0,64ovxBmjJ9ZDqkzEXVWpVc
0gcjc7Vt5xtcfmJgf6g2IO,3nlHsNqwCSvT988ZfSW1Yh
1NNDZc9BHaWe9JqIsPRlNV,2MGT7CYlixSPxAnnkhLpaA
5hhF25sWnZvXhimOHLjTRE,3WrFJ7ztbogyGnTHbHJFl2
1PRknVhZ6BsVX61MPrrVsV,6FBDaR13swtiWwGhX1WQsP
5CeL9C3bsoe4yzYS1Qz8cw,7MhMgCo0Bl0Kukl93PZbYS
1LnEW2Dx4pFZ4yZ4dXFY4f,2gBjLmx6zQnFGQJCAQpRgw
052z2UsE2wPrHsBJ9tly0g,1P6U1dCeHxPui5pIrGmndZ
1zmvaeDthBdtthb4RgYr9a,7qvsLYsYP0MHD7jkdv6DAG
0yEhNqCwEfy8LHUmnZoHpP,7siPLyFwRFYQkKgWKJ5Sod
77lKjGkhvWuimTzQxA4STK,47zz7sob9NUcODy0BTDvKx
7kBdenpTmgWfAz9clmBcok,4jWGfUCFeTu5e0wprRhHXR
4tgeQrPu5xkrnwErym2JsJ,4Eqd24yS5YcxI8b6Xfuwr8
2PzYqACbv12FNhrlHPfJEH,6AVLthptCPhfrxlHadOBJD
2WfhlEjoUII31H6imnQdvF,7liFhc0PDIx8etigqd2WhW
7kxM3UJwN6rHAW5kwdlAHK,6XyY86QOPPrYVGvF9ch6wz
1hTUFqJuQAMjXVGwUPWDqi,3WrFJ7ztbogyGnTHbHJFl2
5u07rgQcg8F2xIZp90lm3p,6jnxIScI1LhNdbLNbTDNwY
4xfAVJL8R7mVYbDk8a9xOY,2ApaG60P4r0yhBoDCGD8YG
4qjfQnccStTR8zNsb6Mizo,7oPftvlwr6VrsViSDV7fJY
2Ku6P1U8QkOQcLEXTRxygX,108moq3rq6bm1M4Ypz0J02
1pPqVrG2RCHXx81Aw4xp99,1yAwtBaoHLEDWAnWR87hBT
2HoDr1yVksl19omOhc1zWy,2UBt0GWBuPVXlPisRvWzlD
0e42i89bY2NmPuVDtey8pg,3LIJJJkO7R5RasRwt7xIn5
7FWuzwapuKHTEyDJIcQOw3,3zTOe1BtyTkwNvYZOxXktX
4LciRG6uwOQUOzWqClmZdV,5CGtBYmVPeLhI1kM2Fn9Gv
34SgyEldou6nZXZDukDKEk,5rSXSAkZ67PYJSvpUpkOr7
1PmHkalaUHhh0fz23SBHDL,7Aq8lpLMSt1Zxu56pe9bmp
4HpCT9jeCzBfpCaF3aTVWX,4jWGfUCFeTu5e0wprRhHXR
4Y8q64VnhD0vFYy9g2WFpi,5xtqw2B8z8JGfDYi2eAZHI
20oenBXlmwIfK0F3fQIjhM,7dGJo4pcD2V6oG8kP0tJRR
5c1QJAiC3773EwiZLwHf5x,5gznATMVO85ZcLTkE9ULU7
4xwRtK6tfMp4yZwcDvY0gT,1J2VVASYAamtQ3Bt8wGgA6
3bMOC3Ty5qayPUz79CTNY6,1KdzlfS9Fli0fwzE2oc9GU
3SvqR7QTCJNJutRAXzEiHv,1qh1aHXy7LRcb7eyriuJTS
7BgUcOjSOlKJXASLgJ6bx1,7IfculRW2WXyzNQ8djX8WX
4qsVPnhbvEooD1bSNqvvh0,3WrFJ7ztbogyGnTHbHJFl2
1W5XugQJGhnSATMI5n002M,4Z8W4fKeB5YxbusRsdQVPb
7oSQG8KgYbrcR2kgwUD9SU,19I4tYiChJoxEO5EuviXpz
38buCDomzeOx85MeoDJgQ7,64AyHnB0YQfCZFo5etz5vY
4MJ4El9vcKHOQT2RNIhrh2,6uothxMWeLWIhsGeF7cyo4
7zPxIh1c3kJaNwmjdZ3GQX,4F84IBURUo98rz4r61KF70
5qwgxrNbhYCDpCV14qXs8e,164hs3x1Tsp3FgJWNHee1r
1OnXz5v4hVdrNLJ9N4MqzL,3ltFy7g6KKQPPttsdOMlq3
5NiUrZVKyLpsyj62Roq5FW,2GHclqNVjqGuiE5mA7BEoc
3KLkRy9l3us98SIp6mmxkk,74xFFXkvOq9dPDigOWTHiX
15joiMls8SpP1VtGivYh6i,7dGJo4pcD2V6oG8kP0tJRR
4P26HKA1ijPe4o7NQqkHlP,2L54fWLv9EgJu76ELlfV2J
1mxTCArq9EhSg4QPGqhjhT,5rSXSAkZ67PYJSvpUpkOr7
45Ucre28FuNGYxHG7ZlAQ4,3OpnoUqoRIHWbsFs4Nw0NQ
3kXKHXZmaw57l7gu4Rn11x,5AyEXCtu3xnnsTGCo4RVZh
5d8woPn6sHRA6yPnnHnqSt,2I1bnmb9VQEQGKHxvr0gSf
4qzoHxgp42ylb18ga1SWTL,4gzpq5DPGxSnKTe4SA8HAU
2zukPzVOhWrPIKm2yf3DXA,3slJwKuB6Ij5V0mCOKT8Jn
2sKo5u6IppUEudIz265wYa,1JbemQ1fPt2YmSLjAFhPBv
0NBHHa8wwwmBnn3aAzX5wJ,6I6t21SFbxZ7RbQgD5dN7U
4iEhdpZmrpBHb4B7vs4d8a,4rB5wLJLaXdMrXaYsOYLmK
07YoPdPfhQ62iNztZvOlDY,2VYQTNDsvvKN9wmU5W7xpj
71rQncW9uGaAg4QplpEbeL,2L54fWLv9EgJu76ELlfV2J
5osSw3tL07Tuid7AWsvYcc,1BH45DVSTeGBvcYXNCd67g
5NQdweL8O7nGdM7e4IS1lf,2Xu7q46Hf02xOoEIm4E1Qs
02dphTJYUQ9pmdNC52iyOz,5ZNxiPcbKgaNcBrERMpqeu
1AAYbsAIgEJMbxgLgpjE9y,3C8RpaI3Go0yFF9whvKoED
4SrRrB27n7fiRkQcPoKfpk,4Z8W4fKeB5YxbusRsdQVPb
0fxGA5lxrdYNYoE7yJxTNZ,6XyY86QOPPrYVGvF9ch6wz
1WwUWajTJ1D3eFN3LCkQL1,4rB5wLJLaXdMrXaYsOYLmK
3yLKSEuiAe3lH5yjUTPz7D,4kKaAWGdu6WW0W415RWaQA
4EveU9Zb50mjgi5avDNqlK,3jc496ljiyrS3ECrD7QiqL
2DHgvPQD1jApRnT1DBZdrS,4gzpq5DPGxSnKTe4SA8HAU
0YHI5hydPPth6J5UOzdLDX,7hJcb9fa4alzcOq3EaNPoG
51Vic2Yi71YKNtLbyJKgQt,2ye2Wgw4gimLv2eAKyk1NB
04ccQGJ1i8gL7JoeCPiJbv,3grHWM9bx2E9vwJCdlRv9O
7hbpUZY7qsDPBe9X2juJEz,0tg5uVI4VjzZOFzBryJZii
7wwLxmUVLCfySaJ0fdyelI,5R5MLOQbI4lb7GHYioPqoN
7gpuC3rLKkI7PoJcEnSIO6,0a1gHP0HAqALbEyxaD5Ngn
5bCo0iDHDXaLlfxf4pxVg0,3YbOSxo85kla7RID8ugnW3
5r0v8zzkYfPx4CFB3EEi0Z,0Tlfd0GGFcWZxrbdkykoxn
77I2gnSr4vv3bsL44xbexa,1sxekzjeHJaqkZbpaaGR9x
79tl7Pjwj9jcqJRFnBZ8B1,3YbOSxo85kla7RID8ugnW3
4fF34Yf5KsfUbCORyLGpEj,5338fdSzGNOFD4cxAxDTeq
5LIwaG8Wl9LfExcmiRQm7J,336vr2M3Va0FjyvB55lJEd
06vaPTVwFkFxCzmJDXlfx5,31rgljsVrzeRFFnJXOYq5J
7JKEA8xYDoFp4q0QBW2PGg,12Kgt2eahvxNWhD5PnSUde
6lvJDlBrtabJWiBlMTGxKs,5isqImG0rLfAgBJSPMEVXF
2n4F4KH34FujRuaNmFILv7,3aVB3VLnoAn6bKiHOEzHag
2eNZsRS82lFb82XM4Yp9ju,3YbOSxo85kla7RID8ugnW3
0lsDJ0EkccufmSM43P28TQ,2d0hyoQ5ynDBnkvAbJKORj
4dim8F8t01qimHOmr6S3Gd,6uvq6FeVsmhOWfJHxVNeBL
64ta7ZvTJeThz7Ns4LmAHS,4NJhFmfw43RLBLjQvxDuRS
07synGEtMdfRfwY3wNmedn,7FsRH5bw8iWpSbMX1G7xf1
0aLk2Za7r0eGlLOepW2hzL,2qc41rNTtdLK0tV3mJn2Pm
1raWfcURBd1Q3W3K0ojDCM,3C4MmUJYQN9svNdedAR2BK
6znv7i4Wif5fLwI6OjKHZ4,7y1GT7SdgGiFLWoktv2TSw
6l3b8BOBDRDM1ne9fpOygz,3Mcii5XWf6E0lrY3Uky4cA
3tSi6iFO9yLGIYIqMEgjC9,2iE18Oxc8YSumAU232n4rW
5jVGZTrDusSvwhRDPmZMSB,2dyeCWctcFRt3Pha76ONgb
4DenxoUslmyLJB5vzurCBD,54akiBa0DkNM3qkhnGRflb
4E5rL7YL0hVUPqeMSpjEF2,3WrFJ7ztbogyGnTHbHJFl2
3VVstQ0fpj4pdSPe2QZT5z,1aEYCT7t18aM3VvM6y8oVR
66hacKPqwClRgpSmWDWhBx,1tcgfoMTT1szjUeaikxRjA
5stZnlPMYz3Ba8Hbo3ajlP,4tujQJicOnuZRLiBFdp3Ou
7Hgcw6qYU1ukRdRGvEkJk3,6sQVeggRv1AhrMzuCjhCZe
6dJ2mSRaKE9ctYw9qWNGWQ,1KCSPY1glIKqW2TotWuXOR
3xjTuTBaihydhSC7ByNoSb,51Blml2LZPmy7TTiAg47vQ
1UwwbPgKGOoSbqqHm9Xxzn,6159IBm5gLPwG4BcJXseXc
6quZpYdZlnArGrhOMyhc22,3YbOSxo85kla7RID8ugnW3
0QepvU0N2fC2B5uIPafO1q,165ZgPlLkK7bf5bDoFc6Sb
1l7xvA5XajmKQDo1h8Vc3K,6vwJ3e6KaQAhLEpBPxCMBC
4sUoWHVnJl8z3t4zdqf6xB,2jw70GZXlAI8QzWeY2bgRc
1qm8gshOp7RkwP47WRukrS,6fF9HxdiSPGCXar8svBeHS
40RI3qFVisaEy0HC49LMkz,0h1zs4CTlU9D2QtgPxptUD
5z5ao3FAaVwHk1g7xuOBcB,0EyuKHE1AeE9lWUF8mzKVp
5aivQ5CkXXHJoMLy0o92HL,6hnWRPzGGKiapVX1UCdEAC
4q8PNDzc3uXUutQ5Eshl5y,1G9G7WwrXka3Z1r7aIDjI7
0UzsDmdpw0Q14KU4hieQss,2JyWXPbkqI5ZJa3gwqVa0c
1QxiAWrrZ2uFrjyzsC5jFg,5kQGFREO5FzMBMsAO3cEtj
4Wgj6jzoI2gYlumXdYAB8U,4Z8W4fKeB5YxbusRsdQVPb
2mLgOcRkEgq89j8WstUpui,4gzpq5DPGxSnKTe4SA8HAU
4DSAxhyfL8uZYTbRNsSHMU,0ImEDe9tW5n4pxHOK39zIc
